,emojis,urls,hashtags,users,words,unique_words,chars,stopwords,punctuations,numerics,upper,title
4320,0,0,0,2,17,16,92,5,2,0,0,1
6996,0,0,0,1,34,30,166,15,3,0,2,4
6876,0,0,0,1,12,12,68,2,2,0,1,2
13214,0,0,5,2,37,35,252,12,3,0,3,3
7859,0,0,0,1,22,22,114,7,1,0,0,3
7439,0,0,1,0,7,7,50,4,2,0,0,1
9573,3,0,0,2,8,7,54,1,2,0,0,2
11306,0,0,1,0,12,12,63,3,0,0,0,9
1055,0,0,0,2,10,9,54,5,1,0,0,0
3199,0,0,1,2,18,17,124,7,3,0,0,2
12395,0,0,0,1,28,25,155,12,3,0,2,3
10137,0,0,0,1,31,28,170,6,12,0,0,7
13026,0,1,0,0,46,39,246,23,14,0,0,6
12418,1,0,0,2,15,12,89,0,2,0,3,5
6764,0,0,0,6,17,12,95,5,1,0,0,1
8898,0,1,0,4,37,33,213,14,4,0,1,2
2669,0,0,0,1,9,9,48,2,2,0,1,1
4501,0,0,0,7,23,17,147,7,4,0,0,1
4181,0,0,9,0,24,23,187,6,0,0,0,13
6614,0,1,0,2,15,13,91,2,3,0,0,4
2811,0,0,0,1,5,5,24,2,0,0,0,1
3258,0,1,0,1,9,9,49,2,2,0,0,1
3796,0,0,0,1,37,33,180,17,5,0,1,2
12119,0,2,9,0,31,27,213,9,6,0,1,4
734,0,0,0,1,35,31,190,9,10,1,1,7
8786,0,1,0,1,29,27,173,4,14,0,0,18
12455,1,0,0,2,16,14,91,4,0,0,0,1
11041,0,0,0,1,10,10,65,0,4,0,0,3
12970,0,1,5,0,46,41,268,6,12,1,5,7
7181,0,0,4,2,41,37,272,14,1,0,3,5
1263,0,0,0,3,19,17,118,5,6,0,1,2
3871,0,0,0,2,12,10,52,7,0,0,0,1
7448,0,0,0,1,13,13,77,4,1,0,1,1
8544,0,0,0,2,10,9,70,3,2,0,0,2
10895,0,0,1,1,36,29,208,16,3,0,0,4
3466,0,0,0,3,13,11,68,3,2,0,0,4
1502,0,1,0,1,22,22,121,9,4,0,0,1
2166,0,0,0,2,8,7,53,3,0,0,0,1
9012,0,0,0,3,55,47,296,19,5,0,1,8
5722,0,0,0,1,3,3,17,0,1,0,0,1
6987,0,0,0,2,31,27,152,12,2,2,1,2
11438,1,0,0,2,50,42,278,23,5,0,0,3
5998,0,0,0,3,34,29,161,11,3,0,0,4
7324,0,0,0,1,9,9,47,4,0,0,1,1
7248,0,0,0,2,15,14,94,4,4,0,0,4
13114,0,0,0,3,9,7,41,3,1,0,1,1
120,0,0,0,3,12,10,67,4,5,0,0,0
4906,0,0,0,2,7,6,39,1,1,0,0,2
12427,0,0,4,1,34,33,225,11,2,1,0,2
6898,0,0,0,1,43,40,236,22,2,0,1,4
1537,0,0,0,2,5,4,28,1,0,0,1,1
6014,0,0,1,2,14,12,92,4,0,0,1,1
475,0,0,0,2,6,5,40,1,4,0,0,0
4540,0,0,0,1,62,52,286,27,3,5,0,4
148,0,0,0,1,15,15,85,4,2,0,1,3
3792,0,1,0,1,9,9,44,4,1,0,0,0
12870,0,0,0,1,48,41,269,22,7,0,1,4
3785,0,0,0,1,6,6,37,2,2,0,0,2
13180,0,0,6,3,49,43,282,14,5,0,3,4
9793,0,0,0,1,45,36,234,16,11,0,4,10
3800,0,0,0,1,14,13,80,0,0,0,13,0
10201,0,0,0,1,17,16,83,6,2,0,0,1
4255,0,0,0,1,8,8,47,0,1,0,1,2
6404,0,0,0,1,38,35,224,13,10,0,3,1
12231,0,0,0,2,51,42,270,22,9,0,2,5
8409,0,0,0,1,13,13,66,4,1,0,0,2
3387,0,0,1,1,7,7,46,0,1,0,0,1
13034,0,0,0,3,24,22,124,9,3,0,2,2
7988,0,0,0,4,36,28,186,20,3,0,0,0
8126,0,0,0,1,12,12,63,3,1,0,0,3
3771,0,0,0,2,56,45,276,24,4,1,1,5
10040,0,0,0,1,20,20,106,9,4,0,0,2
7492,0,0,0,1,38,35,199,13,3,0,2,5
3319,0,0,0,2,19,17,108,8,6,0,0,1
4858,0,0,0,4,11,8,61,2,0,0,1,1
6248,0,0,0,3,21,19,110,4,5,0,9,2
7000,2,2,2,9,29,13,145,0,2,0,8,0
6726,0,0,0,1,5,5,23,2,0,0,0,1
4069,0,0,0,8,38,27,212,15,4,0,1,6
4699,0,0,0,1,4,4,23,0,0,0,1,0
13133,0,0,0,2,4,3,28,0,1,0,0,1
1284,0,0,0,3,55,41,298,24,3,0,0,2
6771,0,0,0,1,47,41,297,17,15,0,0,4
5637,1,0,0,1,15,14,99,3,7,0,0,1
8703,0,0,0,1,13,13,74,5,2,0,1,0
9780,0,0,0,2,26,25,150,4,8,0,1,4
3487,0,0,1,0,33,29,160,15,3,0,0,1
7767,4,1,1,1,17,16,80,0,1,0,1,8
11289,0,0,0,2,5,4,30,0,1,0,0,1
10101,0,0,0,2,42,36,276,12,7,0,1,6
2318,0,0,0,1,47,40,225,12,2,0,7,2
665,12,1,4,1,38,34,201,12,0,0,1,0
5811,0,0,0,5,37,30,193,18,6,0,0,5
10725,0,0,0,1,5,5,22,3,0,0,0,0
5239,0,0,0,4,24,20,138,8,2,0,1,3
5794,0,0,0,2,6,5,32,0,3,0,3,0
2238,0,0,0,1,8,7,40,1,5,0,1,0
2450,0,0,0,2,17,15,89,7,4,0,0,2
5557,0,0,1,1,11,11,70,3,5,0,2,3
8819,0,0,0,1,11,10,60,2,2,0,0,1
1890,0,0,0,1,55,49,283,26,6,0,0,8
3340,0,0,2,2,45,41,280,18,3,0,2,5
12324,0,0,0,1,12,12,63,2,3,0,0,2
9629,0,0,0,1,26,22,121,14,1,0,0,1
4131,0,0,0,1,30,29,160,14,2,0,1,3
46,1,0,0,1,11,11,59,4,1,0,0,1
13105,0,0,1,2,8,7,46,2,1,0,0,0
895,0,1,8,0,37,36,260,5,3,1,4,11
2630,0,0,0,5,7,3,40,0,1,0,0,0
2776,0,0,0,1,14,14,71,6,1,0,1,3
11661,0,0,0,14,15,2,95,0,1,0,0,1
1106,0,0,0,3,47,39,277,14,9,0,7,9
9800,0,0,0,1,24,22,136,11,4,0,0,1
615,1,0,0,4,33,27,171,13,1,0,2,3
12869,0,1,0,1,54,49,264,14,4,0,1,10
3228,0,1,0,1,19,18,110,6,1,0,0,2
7070,0,0,0,1,20,19,110,7,5,0,0,4
5833,0,0,0,4,8,5,42,1,1,0,0,1
7449,0,0,1,2,23,21,143,8,3,0,0,3
512,0,0,0,1,7,7,35,2,3,0,0,0
1900,0,0,0,1,39,37,197,12,4,0,2,5
3195,8,0,0,1,27,25,133,10,0,0,1,1
528,0,0,0,1,21,20,103,6,2,0,0,3
3341,0,0,0,2,56,46,287,24,4,0,1,6
11157,0,1,0,1,18,18,86,9,4,0,1,2
7755,0,0,0,1,6,6,32,2,0,0,0,1
7107,0,1,0,3,25,23,119,3,3,0,2,3
3950,0,0,0,1,18,18,102,4,3,1,0,4
11406,0,0,0,50,64,15,383,5,5,0,0,2
11225,1,0,0,2,7,6,35,1,2,0,0,1
11780,0,0,0,1,21,20,115,8,2,0,0,2
11603,0,0,0,1,14,14,63,5,1,0,0,2
13067,0,0,0,2,11,10,65,5,8,0,0,0
6486,0,0,0,1,26,24,131,9,5,0,0,5
4362,0,0,0,2,9,8,51,2,1,0,0,2
5635,0,0,0,1,9,9,43,2,2,0,0,2
10020,0,0,0,1,4,4,20,0,2,0,0,2
1995,0,0,0,39,88,45,508,13,9,0,4,9
11149,0,0,0,1,13,12,56,3,0,1,2,2
6645,0,0,0,2,6,5,30,2,3,0,0,1
12249,0,0,0,1,22,19,117,8,2,0,0,2
144,3,0,0,1,5,5,25,1,0,0,0,1
5223,0,0,0,1,38,30,204,22,3,0,0,2
6962,1,0,0,2,12,11,61,4,1,0,1,1
7723,0,0,0,1,23,20,134,10,3,0,0,6
5266,0,0,0,3,44,35,256,17,3,0,2,0
689,0,0,0,1,14,14,69,1,0,0,0,2
4026,0,1,1,0,7,6,48,0,2,0,5,0
2130,0,0,0,4,38,33,195,16,3,0,0,7
11502,0,0,0,3,17,14,82,4,1,0,1,2
3925,0,0,0,1,37,34,238,12,12,0,0,7
7289,0,0,1,1,6,6,44,1,4,0,0,0
5464,0,0,0,2,44,37,264,18,5,0,1,10
6746,0,0,0,6,22,17,128,5,4,0,0,3
9788,0,0,0,4,33,27,184,13,4,0,0,5
3292,0,0,0,1,13,13,70,4,1,1,0,1
1186,0,1,0,5,51,42,281,11,9,1,3,9
12086,0,0,0,1,34,29,183,13,4,0,0,5
2218,0,1,5,3,15,12,90,1,0,0,2,1
3178,0,0,0,12,16,5,91,1,1,0,0,1
67,4,0,1,1,43,37,220,11,0,0,0,1
1665,0,0,0,2,7,6,42,0,0,0,0,3
4534,0,0,0,1,13,13,67,4,2,0,0,3
10335,0,0,0,1,40,38,213,15,14,0,1,5
9643,0,0,1,5,28,24,171,9,4,0,0,1
9844,0,0,0,2,44,37,255,14,6,0,2,5
9796,0,0,0,3,46,36,277,16,8,0,1,1
1121,0,0,1,5,29,24,163,7,8,0,1,2
410,0,0,0,1,8,8,41,1,0,0,0,0
4481,0,0,0,1,33,31,177,11,2,0,2,4
12820,0,0,4,2,26,24,175,9,5,0,1,1
6137,0,0,0,48,52,5,303,2,1,0,0,1
4397,0,1,0,1,25,19,115,4,6,0,0,10
8173,3,1,3,0,21,19,134,3,2,0,2,12
6358,0,0,0,1,23,20,128,9,2,0,1,7
1851,0,0,0,2,16,14,119,7,4,0,0,1
5859,0,0,0,3,12,10,68,2,2,0,1,3
8951,0,2,2,0,37,33,239,9,9,0,1,7
9312,0,0,0,2,43,34,217,17,2,0,1,2
5775,0,1,1,0,21,20,127,6,3,0,0,2
8604,2,0,0,1,12,12,61,4,0,0,0,1
4734,1,0,0,1,31,29,151,10,14,0,2,3
3479,0,0,0,1,20,19,94,5,1,0,2,4
5283,0,1,0,0,17,17,83,3,1,1,0,10
8195,0,0,0,8,53,41,306,16,3,0,0,4
6392,0,0,0,2,10,9,57,2,1,0,0,1
2351,1,0,0,1,5,5,24,0,0,0,0,1
726,0,0,0,1,6,6,32,1,0,0,0,0
4421,0,0,5,2,12,11,86,2,1,0,0,1
587,0,0,0,2,17,16,93,6,1,0,0,2
5984,0,0,0,1,17,16,82,9,1,0,0,1
11744,0,0,2,1,47,39,260,17,7,0,4,6
1310,0,0,1,3,11,9,66,3,0,0,3,1
10439,0,1,1,0,34,32,188,10,6,0,8,4
9757,0,0,0,1,17,16,83,6,0,0,0,1
9273,0,0,0,1,6,6,25,3,1,0,0,1
353,0,0,0,3,46,36,223,19,3,0,1,4
7744,0,0,0,1,22,21,113,7,4,0,0,2
10621,0,0,0,18,27,10,151,3,1,0,1,1
1075,0,0,0,2,15,14,76,3,2,0,2,3
8424,0,0,0,4,27,23,136,12,2,0,2,2
7615,0,1,0,2,50,42,263,4,12,0,5,35
11311,0,0,0,1,33,31,177,13,6,0,0,7
11193,0,0,0,1,6,6,32,2,0,0,0,1
11826,0,0,0,1,9,9,43,5,0,0,0,1
6613,0,0,0,1,4,4,17,1,0,0,0,1
9483,0,0,0,2,8,7,38,3,3,0,0,3
11510,0,0,0,2,26,25,143,6,0,0,0,2
1747,0,0,1,1,35,31,191,14,3,0,0,4
4847,0,0,0,3,18,16,108,5,2,0,0,2
2325,0,1,0,1,10,10,54,0,0,1,0,6
7514,0,0,0,2,9,8,54,2,2,0,0,1
10143,0,0,0,1,33,26,155,12,2,0,3,3
8922,0,0,0,2,18,15,122,6,5,0,0,1
12404,0,0,0,2,6,5,37,1,1,0,0,1
1993,0,0,0,1,32,30,164,16,3,0,2,4
6651,0,0,0,1,21,21,98,9,1,1,1,6
5632,0,0,0,1,48,39,273,18,7,0,0,6
7756,1,0,0,1,9,8,57,4,6,0,0,1
6224,0,0,0,7,37,29,211,11,3,0,2,4
4690,0,1,0,1,21,20,109,4,6,0,2,3
2882,0,0,0,2,8,7,42,3,1,0,0,2
443,0,0,0,2,5,4,21,1,0,0,0,1
4400,0,0,0,2,57,46,284,17,4,0,0,12
4776,0,1,5,1,23,22,164,3,0,0,1,4
5573,0,0,0,1,3,3,20,0,1,0,0,1
6488,0,0,0,2,41,36,251,16,3,0,0,3
4116,3,0,2,1,26,25,143,7,2,0,2,2
6191,3,0,0,1,17,17,76,5,5,0,0,2
7998,0,0,0,2,24,18,122,13,1,0,0,1
10161,0,1,12,2,20,18,171,0,1,0,4,6
6437,1,0,0,4,10,7,59,2,0,0,0,1
11589,0,1,0,1,13,11,82,0,1,0,0,8
4050,0,0,0,1,18,17,82,7,5,0,0,3
10466,0,0,0,1,27,24,148,8,4,0,3,2
8946,0,1,0,2,27,25,148,9,7,0,4,2
7597,0,0,0,1,11,9,44,4,2,0,0,2
12321,0,0,0,1,14,13,82,4,3,0,0,6
11793,0,1,0,3,46,41,289,8,5,0,0,11
2767,0,0,0,2,49,43,278,19,14,0,1,3
853,0,1,0,1,8,8,40,3,1,0,0,3
4720,0,0,0,0,41,39,271,10,12,0,0,4
9753,0,0,1,4,6,3,52,0,1,0,0,0
6165,0,0,0,1,15,14,71,6,2,0,3,2
9736,0,0,0,1,5,5,23,3,0,0,0,0
10942,0,0,0,1,4,4,20,0,0,0,0,1
3619,0,0,0,1,49,42,269,23,4,0,1,3
12258,0,0,0,1,6,6,29,2,0,0,0,0
1643,0,0,0,1,38,32,204,16,1,0,2,3
184,0,0,0,1,8,8,40,3,1,0,1,1
11178,0,0,0,1,28,26,169,9,6,0,2,3
2098,0,0,0,2,43,37,281,19,4,0,0,4
6561,0,0,1,5,53,44,291,16,11,4,1,6
4657,0,0,0,1,14,13,67,7,0,0,0,1
10081,0,1,0,1,7,7,46,1,0,0,1,3
9451,0,0,0,2,56,43,280,28,3,0,0,3
989,0,0,0,1,17,16,94,2,0,0,0,9
5035,0,0,0,0,13,13,58,4,2,0,0,3
10949,0,0,0,1,13,13,71,5,0,0,0,3
1965,0,0,0,1,23,22,112,7,3,0,3,2
5412,0,0,0,1,27,23,149,13,0,0,0,1
835,0,0,0,6,33,25,198,7,3,0,0,5
5725,0,1,5,1,24,19,121,3,1,0,5,2
4943,0,0,0,1,13,13,53,6,2,0,0,0
8074,0,0,0,1,11,11,56,5,0,0,0,1
3967,0,1,0,7,12,6,68,1,1,0,0,1
11966,0,0,0,2,10,9,64,3,1,0,0,1
10337,0,0,0,2,38,34,250,10,9,0,0,0
4593,0,0,0,1,42,39,272,12,5,0,0,7
1206,0,0,0,1,8,8,38,4,1,0,0,1
7866,0,0,0,2,4,3,20,0,1,0,2,0
1451,0,0,0,1,15,13,80,6,0,0,0,2
12630,0,0,0,2,12,11,51,4,4,1,0,2
1991,0,0,0,1,27,23,142,11,5,0,4,4
11186,0,0,0,1,5,5,24,3,1,0,0,0
10215,0,0,0,2,7,6,31,2,0,0,0,1
2810,0,1,0,0,8,8,45,1,1,0,0,3
1052,0,0,0,3,15,12,62,8,1,0,0,1
7252,0,0,1,1,7,7,39,3,0,0,0,2
11737,0,0,0,1,39,37,232,14,6,0,1,2
4959,1,0,0,1,6,6,37,1,0,0,0,1
4291,0,0,0,1,18,18,102,5,1,0,0,2
6357,0,1,1,0,8,8,50,2,1,0,0,2
8867,0,0,0,2,20,17,96,7,0,0,1,2
4180,0,0,0,43,46,4,270,0,2,0,0,2
5204,0,0,0,2,10,9,65,4,1,0,0,3
5582,0,0,0,1,45,41,266,12,14,1,4,6
11878,0,0,0,3,15,13,84,4,2,0,1,2
105,0,0,0,1,25,21,127,13,1,0,0,2
7851,0,0,0,4,12,8,63,4,1,0,0,1
9564,0,0,1,2,8,7,49,3,6,0,1,1
12830,0,0,0,1,46,39,286,16,4,0,0,13
7780,0,0,0,1,48,40,234,7,16,0,16,8
1073,0,0,0,5,53,43,303,19,6,0,0,4
8934,0,0,0,1,5,5,21,2,1,0,0,1
2789,0,0,0,2,18,16,96,6,3,0,0,3
8827,0,1,0,5,27,22,151,9,4,0,0,1
12211,0,0,0,1,6,6,29,2,0,0,0,1
1402,0,0,0,1,21,20,107,10,3,0,1,3
4261,0,0,0,3,24,19,134,6,4,0,0,3
9851,0,1,8,0,22,21,201,6,1,0,1,4
11232,0,0,0,1,2,2,11,0,0,0,0,1
2119,0,1,2,0,24,20,135,4,4,0,0,10
12741,1,0,0,2,7,6,36,1,0,0,0,2
11950,0,0,1,1,39,32,242,19,7,0,1,1
11324,0,0,0,1,55,47,285,21,13,0,4,6
12382,0,0,0,1,20,20,108,5,2,0,0,3
3131,0,0,0,1,5,5,22,1,1,0,0,2
6422,0,0,0,2,11,9,53,4,0,0,0,2
6007,1,0,0,1,5,5,36,1,1,0,0,1
3975,0,1,3,0,40,39,275,10,9,0,0,6
9542,0,1,0,1,20,17,94,9,0,0,0,1
33,0,0,0,1,12,12,68,6,4,0,0,1
2115,0,0,0,1,4,4,22,1,1,0,0,1
5519,0,0,0,5,12,8,72,3,1,0,0,2
138,0,0,0,1,32,28,145,11,3,1,1,4
7484,0,1,3,0,11,11,98,0,5,0,2,6
2227,0,0,0,3,51,42,246,21,4,0,1,4
12639,6,0,1,1,12,11,80,4,1,0,0,0
4359,0,0,0,2,30,27,135,7,5,0,2,5
12745,0,0,0,2,9,8,46,4,1,0,0,0
6183,0,0,0,3,53,44,297,26,4,0,1,4
2493,0,0,0,1,6,6,39,1,1,0,0,2
2437,0,0,0,1,33,32,179,13,8,0,1,4
2073,2,0,0,1,6,6,24,0,0,0,4,0
3175,0,0,0,1,6,6,37,1,1,0,0,1
1240,0,0,0,1,4,4,19,1,1,0,0,1
5057,0,0,0,2,12,11,56,6,0,0,0,0
8852,0,0,0,5,57,46,314,22,7,0,1,7
8386,0,0,0,3,30,28,187,14,1,0,0,2
10586,0,0,0,1,11,11,62,4,0,0,2,1
10616,0,0,0,3,15,13,101,3,2,0,0,2
11498,0,0,1,0,33,30,265,8,15,0,0,3
5572,0,0,0,2,18,17,92,9,2,0,0,2
7247,0,0,0,1,11,11,61,2,1,0,0,4
10452,0,0,0,2,12,11,72,3,1,0,1,1
1619,0,0,1,0,14,14,83,5,2,0,0,2
1704,0,0,0,1,11,11,65,6,4,0,0,1
258,1,0,0,3,54,46,285,24,7,0,1,4
5289,0,0,0,3,38,34,212,13,6,0,2,6
6762,0,0,0,1,5,5,29,1,0,0,0,1
9781,0,0,0,2,35,32,197,14,5,1,1,4
10888,0,0,0,1,20,18,102,6,2,0,1,3
2729,0,0,1,1,52,49,290,17,14,0,9,7
8394,0,1,0,1,33,33,162,11,6,0,1,4
4295,0,0,0,1,20,18,95,7,3,0,0,3
12930,0,0,0,2,19,18,100,6,4,0,0,2
11099,0,1,0,0,6,6,26,2,4,0,0,1
3403,1,0,0,1,27,25,123,13,2,0,1,3
10258,0,0,0,1,32,28,191,13,4,0,0,2
12703,0,0,0,1,22,22,132,3,0,0,0,12
8994,0,0,0,2,17,16,95,2,9,0,0,1
3259,0,0,0,1,5,5,24,2,0,0,0,0
1774,0,0,5,1,18,17,125,4,3,0,1,8
13036,0,0,0,2,13,12,85,3,1,0,0,1
511,0,0,0,2,9,8,52,3,4,0,1,1
3277,0,1,0,2,21,17,86,5,2,0,1,3
2793,0,0,0,2,44,39,292,14,20,0,0,13
7042,0,1,2,1,17,15,102,1,2,0,0,8
245,0,0,0,2,6,5,32,0,1,0,1,1
7487,0,1,2,4,39,31,222,19,1,0,0,3
3380,0,0,1,3,25,21,156,9,3,0,0,5
11671,0,0,0,1,9,9,54,1,1,0,0,1
12585,0,0,0,1,6,6,34,2,0,0,0,1
10522,0,1,0,0,6,6,31,1,1,0,0,0
5938,0,0,0,2,5,4,26,1,0,0,0,1
1416,0,0,0,7,26,18,133,8,1,0,0,2
3379,0,0,0,1,11,11,56,4,2,0,0,1
6269,0,0,1,3,5,3,38,0,2,0,0,1
11619,0,0,9,10,31,21,230,3,5,0,1,6
10685,0,0,0,1,4,4,17,2,0,0,0,1
11136,0,0,0,1,9,9,53,2,3,0,0,3
7124,0,0,0,1,6,6,23,2,0,0,1,1
6689,0,0,0,1,39,36,229,15,5,0,0,11
7963,0,0,0,2,51,40,296,15,14,0,0,10
6502,0,0,0,16,47,31,255,13,7,1,2,3
1648,0,0,0,1,8,8,38,4,0,0,0,1
10722,0,0,0,1,17,17,90,5,3,0,0,3
1945,0,0,0,1,47,42,247,15,16,0,3,7
8990,1,0,0,1,18,18,89,3,0,0,0,0
7628,0,0,0,9,22,14,114,5,1,0,0,3
7789,0,2,0,1,14,13,95,4,2,0,0,0
3232,0,0,0,2,14,12,82,5,1,0,0,2
6070,0,1,0,16,24,9,137,1,2,0,0,1
10675,3,1,3,0,18,17,112,3,2,0,2,8
7166,0,0,0,2,8,7,37,3,2,0,1,1
6794,0,0,0,3,48,42,289,15,3,0,1,6
6828,0,0,0,1,8,8,41,1,0,0,1,1
2445,0,0,0,1,21,21,122,9,8,0,1,2
4067,0,0,0,1,12,8,66,5,2,0,0,2
9416,0,0,0,3,29,26,160,11,5,0,0,2
768,0,1,1,2,17,16,92,5,5,0,0,2
595,0,1,0,1,27,24,126,10,6,0,0,3
3172,0,0,0,2,9,8,44,4,0,0,0,0
8641,0,0,0,1,7,7,33,2,0,0,0,1
4788,0,0,0,1,5,5,22,1,0,0,0,1
11911,0,0,0,1,22,21,117,10,1,0,0,4
4614,0,0,0,6,21,15,124,5,1,0,1,2
1259,1,0,0,1,55,51,282,13,3,0,22,3
4743,1,0,0,1,4,4,18,0,0,0,0,1
8079,0,0,0,1,20,20,96,6,0,0,0,1
13171,0,0,0,2,48,39,250,20,5,0,0,3
198,0,1,1,0,9,9,46,3,0,0,1,1
5404,0,0,0,2,35,29,189,16,2,0,2,2
11564,0,0,0,1,11,11,73,2,2,1,0,5
11490,0,0,0,5,16,12,83,4,2,0,0,1
3268,0,0,0,1,9,8,47,4,0,0,0,0
3698,0,0,0,1,2,2,13,0,0,0,1,0
9671,0,0,0,1,8,8,48,0,4,0,7,0
2420,0,0,0,1,7,7,34,2,0,0,0,0
1383,0,0,0,1,29,27,188,8,5,0,2,5
8608,14,0,0,3,28,24,180,9,4,0,2,2
6431,2,0,0,1,10,10,53,3,1,0,0,1
8730,0,0,0,1,17,17,84,7,3,0,0,1
9276,0,0,0,1,11,10,55,5,0,0,0,1
9035,0,0,1,1,40,35,282,12,11,0,1,3
3616,0,1,0,1,21,18,119,6,1,0,0,2
654,0,0,0,1,43,33,231,24,9,0,0,0
1076,2,0,0,3,18,15,89,4,1,0,1,4
4564,0,0,0,2,23,21,136,8,1,0,1,2
4260,0,0,0,2,6,5,29,1,1,0,0,1
12778,0,0,0,4,22,18,111,8,1,0,2,1
8190,0,0,0,2,34,30,171,9,7,0,0,4
3348,0,0,0,1,29,23,164,10,9,0,1,1
12132,0,1,0,0,7,7,43,0,4,0,5,0
4778,0,0,0,3,50,42,296,15,17,0,0,10
35,0,0,0,11,40,26,207,9,3,0,1,5
2579,0,0,0,2,6,5,35,1,1,0,0,1
9815,0,1,1,1,9,9,43,3,0,0,0,1
13167,0,0,0,1,4,4,26,1,1,0,0,1
3517,0,0,0,1,7,7,28,3,0,0,0,1
8816,1,0,0,1,20,19,93,8,3,0,1,2
1411,0,0,4,1,32,32,193,7,7,0,8,3
3401,0,0,0,3,45,35,253,18,4,0,0,6
13082,0,1,1,3,17,15,118,4,1,0,0,2
5295,0,0,0,1,5,5,33,1,1,0,0,1
2488,0,0,3,1,5,5,52,0,0,0,1,1
5029,0,1,0,1,32,29,171,13,5,0,0,3
2036,0,0,0,1,37,34,187,15,6,0,0,3
13007,0,0,0,1,10,8,49,3,6,0,0,2
36,0,1,0,50,68,18,400,7,2,0,0,3
6387,4,0,0,0,23,23,143,3,10,1,13,1
6164,1,0,0,1,44,38,213,22,3,0,2,4
12186,0,1,3,0,15,15,102,4,4,0,2,2
1997,0,0,0,2,15,14,109,5,2,0,0,3
1547,0,0,0,1,9,9,46,4,1,0,0,1
9009,0,0,0,1,16,14,75,6,0,0,2,2
794,0,0,0,1,32,30,170,9,1,0,0,4
10451,0,0,0,1,15,15,80,8,2,0,0,1
7251,0,0,0,1,14,14,83,2,1,0,0,0
8634,0,1,1,0,46,41,261,16,5,0,0,3
2611,0,0,0,1,2,2,10,0,0,0,0,1
702,0,0,0,1,3,3,14,0,0,0,2,0
838,0,0,0,1,27,23,134,12,4,0,0,1
3424,0,0,0,2,13,11,79,0,0,0,11,0
13002,0,1,0,4,39,33,226,14,2,0,0,3
6788,0,0,0,1,22,20,112,11,1,0,0,0
10059,0,2,0,1,37,29,198,18,8,0,0,3
8158,0,1,0,1,10,10,56,5,4,0,0,1
7130,2,1,0,1,20,19,120,6,1,0,1,2
9549,0,0,0,4,50,44,261,16,4,0,0,4
12905,0,0,1,1,26,25,160,10,3,0,1,3
11251,0,0,2,4,41,35,258,17,2,0,1,4
7907,0,0,0,2,26,22,119,14,3,0,0,1
6682,0,0,0,1,17,16,90,7,2,0,0,2
9123,1,0,0,1,9,9,65,0,4,0,1,3
7485,0,0,0,1,16,15,72,5,0,0,3,2
6734,0,0,0,1,58,49,274,33,1,0,1,2
2150,0,0,0,2,7,6,33,2,1,0,1,1
9043,0,0,0,2,21,18,113,10,0,0,0,1
8161,0,0,0,2,44,39,252,15,18,0,3,5
3638,0,0,0,5,9,5,54,0,1,0,0,1
2286,0,0,0,4,38,29,195,16,8,0,3,4
11719,0,0,0,3,54,46,297,23,8,0,1,4
709,0,0,0,2,11,10,57,4,2,0,0,2
11708,0,0,0,1,9,9,49,2,6,0,0,2
1751,0,0,0,1,11,11,44,4,0,0,0,1
12838,0,0,0,2,15,13,77,5,3,0,0,2
1873,0,1,7,0,42,37,263,12,4,0,4,3
8899,1,1,0,3,15,13,88,3,1,0,1,1
8974,0,0,0,1,7,7,42,2,2,0,0,3
5121,0,0,0,1,18,17,91,4,9,0,0,2
8083,0,0,0,1,4,4,21,0,2,0,0,2
7414,0,0,0,3,6,4,39,0,0,0,0,1
1424,0,0,0,1,3,3,15,0,0,0,0,0
1886,0,0,0,1,30,28,176,12,4,0,1,4
4468,0,2,14,0,34,30,254,8,2,0,2,2
7762,0,0,0,3,6,4,31,1,1,0,1,1
11281,0,0,0,3,53,39,298,22,4,0,1,6
11915,0,0,0,13,18,6,103,2,0,0,0,2
1219,6,0,0,7,30,24,196,4,15,0,0,7
3899,0,1,0,1,38,35,234,13,2,0,1,6
11577,0,0,0,1,42,36,229,13,5,0,1,9
3417,0,0,0,1,22,20,135,11,5,0,0,1
6366,0,0,0,21,71,48,413,17,5,0,1,20
4882,0,0,0,1,20,18,100,11,0,0,0,0
9900,0,0,0,1,7,7,42,2,0,0,0,1
6375,0,0,0,1,10,10,43,5,1,0,0,3
8939,0,0,0,2,40,36,201,18,3,0,1,3
8948,5,0,0,6,39,29,190,14,2,0,2,5
261,0,0,0,1,11,11,52,6,2,0,0,0
1084,0,0,0,1,14,14,85,4,1,0,0,2
7777,0,0,0,1,19,17,114,5,3,0,0,4
10575,0,0,0,1,5,5,29,1,1,0,0,1
8446,0,1,1,0,18,18,92,4,3,0,2,3
9180,1,0,0,2,20,17,97,7,1,0,0,0
3310,0,0,0,2,32,27,165,14,4,1,0,3
3585,0,1,0,1,5,5,25,1,3,0,0,1
2281,0,0,1,3,20,18,116,6,3,0,0,0
9474,5,0,0,7,50,39,231,13,11,0,1,9
2841,0,0,0,3,34,31,217,11,6,0,1,3
1685,0,0,0,3,20,17,100,11,2,1,0,1
7083,0,0,0,2,7,6,35,2,1,0,0,1
2783,0,1,3,0,7,7,70,0,9,0,1,2
3882,0,0,0,2,18,16,98,5,1,0,0,1
11999,0,0,0,5,12,8,77,2,3,0,0,2
2527,0,0,0,1,22,21,109,7,2,0,0,3
8906,0,1,2,8,44,33,229,12,3,0,5,4
